label	Prevalence	TotalAbundance	min_rel_ab	max_rel_ab	domain	phylum	class	order	family	genus	species	relAbundance	pass_filters	relprev
Planomicrobium	1	11	0	9.006279833301948e-5	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planomicrobium	NA	1.5814538592865487e-6	F	0.017241379310344827
Prosthecobacter	1	10	0	5.227664802132888e-4	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	NA	1.4376853266241351e-06	F	0.017241379310344827
Pseudohongiella	1	10	0	7.80579189758801e-4	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	NA	1.4376853266241351e-06	F	0.017241379310344827
Actinobacillus	1	9	0	7.36877440906523e-5	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	NA	1.2939167939617217e-6	F	0.017241379310344827
Erysipelotrichaceae UCG-003	1	9	0	7.025212707829209e-4	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelotrichaceae UCG-003	NA	1.2939167939617217e-6	F	0.017241379310344827
Marinomonas	1	9	0	5.012782595618828e-5	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Marinomonadaceae	Marinomonas	NA	1.2939167939617217e-6	F	0.017241379310344827
Thermomonas	1	9	0	7.025212707829209e-4	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	NA	1.2939167939617217e-6	F	0.017241379310344827
Ammoniphilus	1	8	0	6.244633518070409e-4	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Ammoniphilus	NA	1.150148261299308e-6	F	0.017241379310344827
Paenibacillus	1	8	0	3.224584230170823e-5	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA	1.150148261299308e-6	F	0.017241379310344827
Peredibacter	1	8	0	3.224584230170823e-5	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	NA	1.150148261299308e-6	F	0.017241379310344827
Planococcus	1	8	0	9.707324176090861e-5	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus	NA	1.150148261299308e-6	F	0.017241379310344827
Prevotellaceae UCG-001	1	8	0	9.707324176090861e-5	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-001	NA	1.150148261299308e-6	F	0.017241379310344827
Desemzia	1	7	0	4.119464469618949e-5	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Desemzia	NA	1.0063797286368946e-6	F	0.017241379310344827
Dyadobacter	1	7	0	3.659365361493021e-4	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter	NA	1.0063797286368946e-6	F	0.017241379310344827
Merdibacter	1	7	0	2.8662681189091805e-4	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Merdibacter	NA	1.0063797286368946e-6	F	0.017241379310344827
Oceanisphaera	1	7	0	3.659365361493021e-4	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Oceanisphaera	NA	1.0063797286368946e-6	F	0.017241379310344827
Rickettsiella	1	7	0	1.7238407171177384e-4	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Rickettsiella	NA	1.0063797286368946e-6	F	0.017241379310344827
Acidovorax	1	6	0	2.278838703796545e-5	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	NA	8.626111959744811e-7	F	0.017241379310344827
Catenisphaera	1	6	0	4.683475138552806e-4	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Catenisphaera	NA	8.626111959744811e-7	F	0.017241379310344827
Chiayiivirga	1	6	0	3.136598881279732e-4	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Chiayiivirga	NA	8.626111959744811e-7	F	0.017241379310344827
Mailhella	1	6	0	4.683475138552806e-4	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Mailhella	NA	8.626111959744811e-7	F	0.017241379310344827
Marinobacter	1	6	0	4.683475138552806e-4	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Marinobacteraceae	Marinobacter	NA	8.626111959744811e-7	F	0.017241379310344827
Megamonas	1	6	0	4.683475138552806e-4	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Megamonas	NA	8.626111959744811e-7	F	0.017241379310344827
Pigmentiphaga	1	6	0	3.136598881279732e-4	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Pigmentiphaga	NA	8.626111959744811e-7	F	0.017241379310344827
Verticiella	1	6	0	2.456801244779297e-4	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Verticiella	NA	8.626111959744811e-7	F	0.017241379310344827
Dokdonella	1	5	0	2.613832401066444e-4	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dokdonella	NA	7.188426633120676e-7	F	0.017241379310344827
Erysipelotrichaceae  UCG-003	1	5	0	2.0473343706494144e-4	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelotrichaceae  UCG-003	NA	7.188426633120676e-7	F	0.017241379310344827
Limnobacter	1	5	0	2.9424746211563926e-5	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter	NA	7.188426633120676e-7	F	0.017241379310344827
Listeria	1	5	0	4.022687960094935e-5	Bacteria	Firmicutes	Bacilli	Lactobacillales	Listeriaceae	Listeria	NA	7.188426633120676e-7	F	0.017241379310344827
Methyloversatilis	1	5	0	3.902895948794005e-4	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Methyloversatilis	NA	7.188426633120676e-7	F	0.017241379310344827
Mucispirillum	1	5	0	1.2313147979412417e-4	Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	NA	7.188426633120676e-7	F	0.017241379310344827
Noviherbaspirillum	1	5	0	2.613832401066444e-4	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	NA	7.188426633120676e-7	F	0.017241379310344827
Puia	1	5	0	2.9424746211563926e-5	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Puia	NA	7.188426633120676e-7	F	0.017241379310344827
Ramlibacter	1	5	0	2.015365143856764e-5	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	NA	7.188426633120676e-7	F	0.017241379310344827
Selenomonas	1	5	0	3.902895948794005e-4	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	NA	7.188426633120676e-7	F	0.017241379310344827
Candidatus Stoquefichus	1	4	0	9.850518383529934e-5	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Candidatus Stoquefichus	NA	5.75074130649654e-7	F	0.017241379310344827
Dialister	1	4	0	9.850518383529934e-5	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Dialister	NA	5.75074130649654e-7	F	0.017241379310344827
Gaiella	1	4	0	4.8536620880454306e-5	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	NA	5.75074130649654e-7	F	0.017241379310344827
Marinimicrobium	1	4	0	2.3539796969251142e-5	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Marinimicrobium	NA	5.75074130649654e-7	F	0.017241379310344827
Ruminobacter	1	4	0	3.1223167590352044e-4	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Ruminobacter	NA	5.75074130649654e-7	F	0.017241379310344827
Sediminispirochaeta	1	4	0	2.0910659208531548e-4	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Sediminispirochaeta	NA	5.75074130649654e-7	F	0.017241379310344827
Stigmatella	1	4	0	3.2750108484734355e-5	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Stigmatella	NA	5.75074130649654e-7	F	0.017241379310344827
Xenophilus	1	4	0	1.5192258025310302e-5	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Xenophilus	NA	5.75074130649654e-7	F	0.017241379310344827
Curvibacter	1	3	0	2.4562581363550768e-5	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter	NA	4.3130559798724054e-7	F	0.017241379310344827
dgA-11 gut group	1	3	0	2.341737569276403e-4	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	dgA-11 gut group	NA	4.3130559798724054e-7	F	0.017241379310344827
Dyella	1	3	0	1.0167078998203817e-4	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella	NA	4.3130559798724054e-7	F	0.017241379310344827
Erysipelotrichaceae  UCG-008	1	3	0	7.38788878764745e-5	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelotrichaceae  UCG-008	NA	4.3130559798724054e-7	F	0.017241379310344827
Haliangium	1	3	0	2.4562581363550768e-5	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	NA	4.3130559798724054e-7	F	0.017241379310344827
Macrococcus	1	3	0	1.2284006223896486e-4	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Macrococcus	NA	4.3130559798724054e-7	F	0.017241379310344827
Pir4 lineage	1	3	0	1.2284006223896486e-4	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA	4.3130559798724054e-7	F	0.017241379310344827
Proteus	1	3	0	1.2284006223896486e-4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	NA	4.3130559798724054e-7	F	0.017241379310344827
E1B-B3-114	1	2	0	1.0455329604265774e-4	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	E1B-B3-114	NA	2.87537065324827e-7	F	0.017241379310344827
Exiguobacterium	1	2	0	2.75561801623059e-5	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium	NA	2.87537065324827e-7	F	0.017241379310344827
Myroides	1	2	0	1.1769898484625571e-5	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Myroides	NA	2.87537065324827e-7	F	0.017241379310344827
Ornithobacterium	1	2	0	8.189337482597658e-5	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Ornithobacterium	NA	2.87537065324827e-7	F	0.017241379310344827
Solobacterium	1	2	0	8.189337482597658e-5	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	NA	2.87537065324827e-7	F	0.017241379310344827
Lysobacter	1	1	0	9.346667912889055e-6	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	NA	1.437685326624135e-7	F	0.017241379310344827
